,gene_name,uniprot_id,larval_lethal
11881,FBgn0026479,Q9VQE0,other viable
11882,FBgn0030645,Q9VXU7,other viable
11883,FBgn0032624,Q9VJF6,other viable
11884,FBgn0030641,Q9VXV1,other viable
11885,FBgn0039470,Q9VB94,other viable
11886,FBgn0039470,Q9VB94,other viable
11887,FBgn0039471,Q9VB93,other viable
11888,FBgn0037807,Q9VH02,other viable
11889,FBgn0030921,Q9VWU7,other viable
11890,FBgn0032350,Q9VKI8,other viable
11891,FBgn0039474,Q9VB90,other viable
11892,FBgn0035914,M9PET5,other viable
11893,FBgn0033866,A1Z9H0,other viable
11894,FBgn0263780,A0A0C4DHM8,other viable
11895,FBgn0286980,E1JIB2,other viable
11896,FBgn0039475,Q9VB89,other viable
11897,FBgn0039475,Q9VB89,other viable
11898,FBgn0038316,Q9VF93,other viable
11899,FBgn0038316,Q9VF93,other viable
11900,FBgn0036126,Q9VTE8,other viable
11901,FBgn0039476,Q9VB88,other viable
11902,FBgn0019686,O61267,other viable
11903,FBgn0019686,O61267,other viable
11904,FBgn0034121,Q6NN99,other viable
11905,FBgn0034121,A1ZAE9,other viable
11906,FBgn0034121,Q6NN99,other viable
11907,FBgn0034121,A1ZAE9,other viable
11908,FBgn0034121,Q6NN99,other viable
11909,FBgn0034121,A1ZAE9,other viable
11910,FBgn0034121,Q6NN99,other viable
11911,FBgn0034121,A1ZAE9,other viable
11912,FBgn0031715,Q9VMQ3,other viable
11913,FBgn0038708,Q9VDW7,other viable
11914,FBgn0037794,Q9VH18,other viable
11915,FBgn0038318,Q95TI3,other viable
11916,FBgn0038318,Q9VF91,other viable
11917,FBgn0038071,Q960I9,other viable
11918,FBgn0038071,Q9VG45,other viable
11919,FBgn0027582,Q9VKJ6,other viable
11920,FBgn0038072,Q9VG44,other viable
11921,FBgn0263395,A0A0B4LFQ3,other viable
11922,FBgn0263395,A1ZBH7,other viable
11923,FBgn0263395,A0A0B4LFQ3,other viable
11924,FBgn0263395,A1ZBH7,other viable
11925,FBgn0263395,A0A0B4LFQ3,other viable
11926,FBgn0263395,A1ZBH7,other viable
11927,FBgn0263395,A0A0B4LFQ3,other viable
11928,FBgn0263395,A1ZBH7,other viable
11929,FBgn0263395,A0A0B4LFQ3,other viable
11930,FBgn0263395,A1ZBH7,other viable
11931,FBgn0263395,A0A0B4LFQ3,other viable
11932,FBgn0263395,A1ZBH7,other viable
11933,FBgn0263395,A0A0B4LFQ3,other viable
11934,FBgn0263395,A1ZBH7,other viable
11935,FBgn0263395,A0A0B4LFQ3,other viable
11936,FBgn0263395,A1ZBH7,other viable
11937,FBgn0033865,A1Z9G9,other viable
11938,FBgn0038321,Q9VF86,other viable
11939,FBgn0038321,Q9VF86,other viable
11940,FBgn0038321,Q9VF86,other viable
11941,FBgn0036139,Q6NP96,other viable
11942,FBgn0033862,A1Z9G6,other viable
11943,FBgn0266721,Q9VH25,other viable
11944,FBgn0266721,Q9VH25,other viable
11945,FBgn0027611,Q8IPB7,other viable
11946,FBgn0027611,Q9VKV1,other viable
11947,FBgn0039165,Q9VCB7,other viable
11948,FBgn0032343,Q9VKJ8,other viable
11949,FBgn0036147,Q9VTH0,other viable
11950,FBgn0036147,Q9VTH0,other viable
11951,FBgn0266722,Q9VF82,other viable
11952,FBgn0266722,Q9VF82,other viable
11953,FBgn0032341,Q8MQS4,other viable
11954,FBgn0031006,Q9VWJ6,other viable
11955,FBgn0031006,Q9VWJ6,other viable
11956,FBgn0031006,Q9VWJ6,other viable
11957,FBgn0031006,Q9VWJ6,other viable
11958,FBgn0031006,Q9VWJ6,other viable
11959,FBgn0031006,Q9VWJ6,other viable
11960,FBgn0031006,Q9VWJ6,other viable
11961,FBgn0038074,Q9VG42,other viable
11962,FBgn0045479,P83293,other viable
11963,FBgn0045479,P83293,other viable
11964,FBgn0038725,A0A0C4FEI3,other viable
11965,FBgn0039158,Q9VCC4,other viable
11966,FBgn0039158,Q9VCC4,other viable
11967,FBgn0032453,Q9VK60,other viable
11968,FBgn0030915,Q9VWV8,other viable
11969,FBgn0030915,Q9VWV8,other viable
11970,FBgn0026737,A8JR14,other viable
11971,FBgn0026737,A8JR14,other viable
11972,FBgn0031759,Q9VMJ7,other viable
11973,FBgn0031759,Q9VMJ7,other viable
11974,FBgn0031759,Q9VMJ7,other viable
11975,FBgn0031759,Q9VMJ7,other viable
11976,FBgn0031759,Q9VMJ7,other viable
11977,FBgn0031759,Q9VMJ7,other viable
11978,FBgn0031759,Q9VMJ7,other viable
11979,FBgn0031759,Q9VMJ7,other viable
11980,FBgn0031759,Q9VMJ7,other viable
11981,FBgn0031759,Q9VMJ7,other viable
11982,FBgn0031759,Q9VMJ7,other viable
11983,FBgn0031759,Q9VMJ7,other viable
11984,FBgn0039154,Q9VCC8,other viable
11985,FBgn0039154,Q9VCC8,other viable
11986,FBgn0036155,B3DN79,other viable
11987,FBgn0036155,Q9VTH8,other viable
11988,FBgn0039420,Q9VBG1,other viable
11989,FBgn0032445,Q9VK68,other viable
11990,FBgn0036158,D3DMQ9,other viable
11991,FBgn0036816,Q9VVT2,other viable
11992,FBgn0036816,Q9VVT2,other viable
11993,FBgn0036816,Q9VVT2,other viable
11994,FBgn0036816,Q9VVT2,other viable
11995,FBgn0036816,Q9VVT2,other viable
11996,FBgn0021895,Q8I7W6,other viable
11997,FBgn0021895,Q8I7W6,other viable
11998,FBgn0039415,Q9VBG8,other viable
11999,FBgn0036162,Q9VTI5,other viable
12000,FBgn0032268,Q8IPB6,other viable
12001,FBgn0032268,Q8T3Y9,other viable
12002,FBgn0038332,Q9VF71,other viable
12003,FBgn0026079,Q9W4M9,other viable
12004,FBgn0026079,Q9W4M9,other viable
12005,FBgn0038334,Q9VF68,other viable
12006,FBgn0038334,A0AN30,other viable
12007,FBgn0039152,Q8MSN3,other viable
12008,FBgn0039152,Q8MSN3,other viable
12009,FBgn0039152,Q8MSN3,other viable
12010,FBgn0038407,Q961R9,other viable
12011,FBgn0038407,Q961R9,other viable
12012,FBgn0038337,Q8IGY4,other viable
12013,FBgn0243514,Q9VB78,other viable
12014,FBgn0243514,Q9VB78,other viable
12015,FBgn0036544,M9PFM1,other viable
12016,FBgn0036544,Q9VUV4,other viable
12017,FBgn0032264,M9MRM3,other viable
12018,FBgn0032264,M9MRM3,other viable
12019,FBgn0264494,Q8T9E6,other viable
12020,FBgn0264494,Q8T9E6,other viable
12021,FBgn0264494,Q8T9E6,other viable
12022,FBgn0264494,Q8T9E6,other viable
12023,FBgn0264494,Q8T9E6,other viable
12024,FBgn0261985,Q9W0R3,other viable
12025,FBgn0261985,Q9W0R3,other viable
12026,FBgn0261985,Q9W0R3,other viable
12027,FBgn0261985,Q9W0R3,other viable
12028,FBgn0261985,Q9W0R3,other viable
12029,FBgn0261985,Q9W0R3,other viable
12030,FBgn0261985,Q9W0R3,other viable
12031,FBgn0036937,Q9VW78,other viable
12032,FBgn0036937,Q9VW78,other viable
12033,FBgn0082585,Q961J0,other viable
12034,FBgn0082585,Q961J0,other viable
12035,FBgn0027066,Q7JZD3,other viable
12036,FBgn0027066,A1Z6P3,other viable
12037,FBgn0027066,Q7JZD3,other viable
12038,FBgn0027066,A1Z6P3,other viable
12039,FBgn0036921,Q9VW59,other viable
12040,FBgn0036921,Q9VW59,other viable
12041,FBgn0000239,Q9VIE7,other viable
12042,FBgn0000239,Q9VIE7,other viable
12043,FBgn0000239,Q9VIE7,other viable
12044,FBgn0264894,E1JHH0,other viable
12045,FBgn0264894,M9PDE7,other viable
12046,FBgn0030914,Q9VWW1,other viable
12047,FBgn0001991,Q24270,other viable
12048,FBgn0261243,Q8IRH0,other viable
12049,FBgn0261243,Q8IRH1,other viable
12050,FBgn0261243,Q8IRH0,other viable
12051,FBgn0261243,Q8IRH1,other viable
12052,FBgn0036183,Q9VTL0,other viable
12053,FBgn0039486,Q9VB76,other viable
12054,FBgn0039417,Q9VBG6,other viable
12055,FBgn0036186,Q9VTL4,other viable
12056,FBgn0029828,Q9W452,other viable
12057,FBgn0039491,Q9VB71,other viable
12058,FBgn0031918,Q9VM07,other viable
12059,FBgn0036195,M9PC80,other viable
12060,FBgn0036747,Q9VVJ9,other viable
12061,FBgn0037081,Q7K204,other viable
12062,FBgn0029827,Q4V6J8,other viable
12063,FBgn0038349,Q9VF51,other viable
12064,FBgn0038349,Q9VF51,other viable
12065,FBgn0034725,Q8IGD8,other viable
12066,FBgn0029826,Q9W454,other viable
12067,FBgn0038679,D5A7N9,other viable
12068,FBgn0036198,Q9VTM6,other viable
12069,FBgn0039421,Q9VBF9,other viable
12070,FBgn0036750,Q29QU2,other viable
12071,FBgn0038924,Q95SI7,other viable
12072,FBgn0038676,Q9VE07,other viable
12073,FBgn0030912,Q9VWW3,other viable
12074,FBgn0030912,Q7KUV8,other viable
12075,FBgn0030912,Q9VWW3,other viable
12076,FBgn0030912,Q7KUV8,other viable
12077,FBgn0034736,Q8IGQ2,other viable
12078,FBgn0034736,Q9W243,other viable
12079,FBgn0003008,Q9W1E8,other viable
12080,FBgn0003008,Q9W1E8,other viable
12081,FBgn0033844,A1Z9D9,other viable
12082,FBgn0033844,A1Z9E0,other viable
12083,FBgn0041111,Q9VQI9,other viable
12084,FBgn0041111,Q9VQI9,other viable
12085,FBgn0041111,Q9VQI9,other viable
12086,FBgn0041111,Q9VQI9,other viable
12087,FBgn0041111,Q9VQI9,other viable
12088,FBgn0261258,M9PFV8,other viable
12089,FBgn0261258,M9PFV8,other viable
12090,FBgn0261258,M9PFV8,other viable
12091,FBgn0261258,M9PFV8,other viable
12092,FBgn0038675,Q9VE08,other viable
12093,FBgn0063649,Q9VEY2,other viable
12094,FBgn0063649,Q8MQI2,other viable
12095,FBgn0063649,Q9VEY2,other viable
12096,FBgn0063649,Q8MQI2,other viable
12097,FBgn0063649,Q9VEY2,other viable
12098,FBgn0063649,Q8MQI2,other viable
12099,FBgn0038672,Q9VE12,other viable
12100,FBgn0039145,Q8SYW6,other viable
12101,FBgn0039145,Q9VCD9,other viable
12102,FBgn0026576,Q9VCE0,other viable
12103,FBgn0024177,Q9VRX6,other viable
12104,FBgn0024177,Q9VRX6,other viable
12105,FBgn0024177,Q9VRX6,other viable
12106,FBgn0024177,Q9VRX6,other viable
12107,FBgn0024177,Q9VRX6,other viable
12108,FBgn0024177,Q9VRX6,other viable
12109,FBgn0024177,Q9VRX6,other viable
12110,FBgn0017429,Q9VSM4,other viable
12111,FBgn0039501,Q9VB58,other viable
12112,FBgn0043455,Q9VCE2,other viable
12113,FBgn0039500,Q9VB59,other viable
12114,FBgn0035916,Q9VSM8,other viable
12115,FBgn0035916,Q9VSM8,other viable
12116,FBgn0031914,Q9VM11,other viable
12117,FBgn0031914,Q9VM11,other viable
12118,FBgn0033842,Q7K284,other viable
12119,FBgn0032588,Q9VJK3,other viable
12120,FBgn0029831,X2JDV7,other viable
12121,FBgn0029831,Q9W448,other viable
12122,FBgn0041205,Q9GYV5,other viable
12123,FBgn0041205,A0A0B4K885,other viable
12124,FBgn0041205,Q9GYV5,other viable
12125,FBgn0041205,A0A0B4K885,other viable
12126,FBgn0041205,Q9GYV5,other viable
12127,FBgn0041205,A0A0B4K885,other viable
12128,FBgn0041205,Q9GYV5,other viable
12129,FBgn0041205,A0A0B4K885,other viable
12130,FBgn0041205,Q9GYV5,other viable
12131,FBgn0041205,A0A0B4K885,other viable
12132,FBgn0041205,Q9GYV5,other viable
12133,FBgn0041205,A0A0B4K885,other viable
12134,FBgn0041205,Q9GYV5,other viable
12135,FBgn0041205,A0A0B4K885,other viable
12136,FBgn0041205,Q9GYV5,other viable
12137,FBgn0041205,A0A0B4K885,other viable
12138,FBgn0041205,Q9GYV5,other viable
12139,FBgn0041205,A0A0B4K885,other viable
12140,FBgn0041205,Q9GYV5,other viable
12141,FBgn0041205,A0A0B4K885,other viable
12142,FBgn0041205,Q9GYV5,other viable
12143,FBgn0041205,A0A0B4K885,other viable
12144,FBgn0041205,Q9GYV5,other viable
12145,FBgn0041205,A0A0B4K885,other viable
12146,FBgn0036206,Q8MR73,other viable
12147,FBgn0036206,Q9VTN6,other viable
12148,FBgn0038056,Q9VG61,other viable
12149,FBgn0039387,Q9VBK7,other viable
12150,FBgn0039387,Q9VBK7,other viable
12151,FBgn0031913,Q9VM12,other viable
12152,FBgn0260397,Q9VW97,other viable
12153,FBgn0260397,Q9VW97,other viable
12154,FBgn0036997,Q9VPE8,other viable
12155,FBgn0000114,O18409,other viable
12156,FBgn0000114,O18409,other viable
12157,FBgn0000114,O18409,other viable
12158,FBgn0000114,O18409,other viable
12159,FBgn0000114,O18409,other viable
12160,FBgn0000114,O18409,other viable
12161,FBgn0000114,O18409,other viable
12162,FBgn0000114,O18409,other viable
12163,FBgn0000114,O18409,other viable
12164,FBgn0037719,Q709R6,other viable
12165,FBgn0037719,Q709R6,other viable
12166,FBgn0037719,Q709R6,other viable
12167,FBgn0037719,Q709R6,other viable
12168,FBgn0002577,Q9VYU8,other viable
12169,FBgn0002577,Q9VYU8,other viable
12170,FBgn0002577,Q9VYU8,other viable
12171,FBgn0002577,Q9VYU8,other viable
12172,FBgn0002577,Q9VYU8,other viable
12173,FBgn0002577,Q9VYU8,other viable
12174,FBgn0003449,P43332,other viable
12175,FBgn0003449,P43332,other viable
12176,FBgn0003449,P43332,other viable
12177,FBgn0001269,P05527,other viable
12178,FBgn0001269,P05527,other viable
12179,FBgn0001269,P05527,other viable
12180,FBgn0001269,P05527,other viable
12181,FBgn0001269,P05527,other viable
12182,FBgn0036211,Q9I7R1,other viable
12183,FBgn0036211,X2JGK6,other viable
12184,FBgn0032494,Q9VK12,other viable
12185,FBgn0046247,Q0KI06,other viable
12186,FBgn0046247,Q0KI06,other viable
12187,FBgn0029834,Q9W444,other viable
12188,FBgn0039505,Q9VB51,other viable
12189,FBgn0029836,E4NKK1,other viable
12190,FBgn0029836,E4NKK1,other viable
12191,FBgn0259683,Q9V9N1,other viable
12192,FBgn0259683,Q9V9N1,other viable
12193,FBgn0038876,Q9VDC2,other viable
12194,FBgn0036217,Q8MZB1,other viable
12195,FBgn0036217,Q9VTQ1,other viable
12196,FBgn0038400,Q9VEY5,other viable
12197,FBgn0038400,Q9VEY5,other viable
12198,FBgn0039136,Q9VCF0,other viable
12199,FBgn0032157,Q9VL72,other viable
12200,FBgn0036560,Q9VUX4,other viable
12201,FBgn0036560,Q9VUX4,other viable
12202,FBgn0038873,Q9VDC5,other viable
12203,FBgn0038873,Q9VDC5,other viable
12204,FBgn0039380,A0A4P1SAA7,other viable
12205,FBgn0039380,Q9VBL2,other viable
12206,FBgn0028523,Q7KT58,other viable
12207,FBgn0028523,Q7KT58,other viable
12208,FBgn0039379,Q9VBL3,other viable
12209,FBgn0039489,Q9VB73,other viable
12210,FBgn0030625,Q9VXW9,other viable
12211,FBgn0030625,Q9VXW9,other viable
12212,FBgn0038511,Q9VEJ9,other viable
12213,FBgn0038511,Q9VEJ9,other viable
12214,FBgn0036991,Q9VPF5,other viable
12215,FBgn0038870,Q9VDC9,other viable
12216,FBgn0028894,Q9VJL6,other viable
12217,FBgn0028894,Q9VJL6,other viable
12218,FBgn0027586,Q9Y143,other viable
12219,FBgn0038508,Q9VEK2,other viable
12220,FBgn0038507,Q9VEK3,other viable
12221,FBgn0038507,Q9VEK3,other viable
12222,FBgn0015338,Q9V3I6,other viable
12223,FBgn0015338,Q9V3I6,other viable
12224,FBgn0038506,Q9VEK4,other viable
12225,FBgn0039125,Q9VCG4,other viable
12226,FBgn0039130,Q9VCF8,other viable
12227,FBgn0038897,E1JIS5,other viable
12228,FBgn0038897,Q9VD87,other viable
12229,FBgn0036985,Q9VPG1,other viable
12230,FBgn0032171,Q9VL58,other viable
12231,FBgn0038516,A0A0B4KGC5,other viable
12232,FBgn0038516,Q9VEJ3,other viable
12233,FBgn0038515,Q9VEJ4,other viable
12234,FBgn0038515,Q9VEJ4,other viable
12235,FBgn0038515,Q9VEJ4,other viable
12236,FBgn0034717,Q7JWP9,other viable
12237,FBgn0034717,Q7JWP9,other viable
12238,FBgn0034717,Q7JWP9,other viable
12239,FBgn0027574,Q8IMP6,other viable
12240,FBgn0038866,Q9VDD4,other viable
12241,FBgn0038866,E0R972,other viable
12242,FBgn0004372,Q9VZW3,other viable
12243,FBgn0004372,Q9VZW3,other viable
12244,FBgn0004372,Q9VZW3,other viable
12245,FBgn0004372,Q9VZW3,other viable
12246,FBgn0004372,Q9VZW3,other viable
12247,FBgn0004372,Q9VZW3,other viable
12248,FBgn0004372,Q9VZW3,other viable
12249,FBgn0004372,Q9VZW3,other viable
12250,FBgn0039223,Q9VC40,other viable
12251,FBgn0035926,Q9VSP9,other viable
12252,FBgn0250820,Q9VDD7,other viable
12253,FBgn0086357,Q8STG9,other viable
12254,FBgn0038858,Q9VDE2,other viable
12255,FBgn0038858,Q9VDE2,other viable
12256,FBgn0032455,Q9VK57,other viable
12257,FBgn0032455,Q9VK58,other viable
12258,FBgn0040582,Q9VD48,other viable
12259,FBgn0032677,Q9VJ90,other viable
12260,FBgn0032677,Q9VJ90,other viable
12261,FBgn0039207,Q9VC63,other viable
12262,FBgn0039207,Q9VC63,other viable
12263,FBgn0032454,Q9VK59,other viable
12264,FBgn0032454,Q9VK59,other viable
12265,FBgn0032670,Q9VJ98,other viable
12266,FBgn0032448,Q9VK65,other viable
12267,FBgn0038930,Q9VD49,other viable
12268,FBgn0032450,Q9VK63,other viable
12269,FBgn0034291,Q7JYK5,other viable
12270,FBgn0034292,A8E790,other viable
12271,FBgn0034292,G2J651,other viable
12272,FBgn0034294,Q8SXS5,other viable
12273,FBgn0034294,Q8SXS5,other viable
12274,FBgn0032666,Q0E8P5,other viable
12275,FBgn0032666,Q0E8P5,other viable
12276,FBgn0032666,Q0E8P5,other viable
12277,FBgn0034299,A1ZB29,other viable
12278,FBgn0034299,A1ZB29,other viable
12279,FBgn0034301,Q8SXJ4,other viable
12280,FBgn0032664,Q9VJA5,other viable
12281,FBgn0038855,Q95RC5,other viable
12282,FBgn0002899,Q9VSE2,other viable
12283,FBgn0002899,Q9VSE2,other viable
12284,FBgn0002899,Q9VSE2,other viable
12285,FBgn0002899,Q9VSE2,other viable
12286,FBgn0002899,Q9VSE2,other viable
12287,FBgn0002899,Q9VSE2,other viable
12288,FBgn0002899,Q9VSE2,other viable
12289,FBgn0002899,Q9VSE2,other viable
12290,FBgn0002899,Q9VSE2,other viable
12291,FBgn0002899,Q9VSE2,other viable
12292,FBgn0002899,Q9VSE2,other viable
12293,FBgn0264305,M9PF18,other viable
12294,FBgn0264305,M9PF18,other viable
12295,FBgn0259736,A0A6H2EGE0,other viable
12296,FBgn0259736,A0A6H2EGE0,other viable
12297,FBgn0032191,Q9VL28,other viable
12298,FBgn0038934,Q9VD44,other viable
12299,FBgn0032192,Q8MYY3,other viable
12300,FBgn0032193,Q8MRD8,other viable
12301,FBgn0038082,Q9VG30,other viable
12302,FBgn0034315,Q7K486,other viable
12303,FBgn0028471,Q9V3H9,other viable
12304,FBgn0036222,Q8SX97,other viable
12305,FBgn0039180,Q1EC99,other viable
12306,FBgn0032196,Q9VL21,other viable
12307,FBgn0026593,D5SHT6,other viable
12308,FBgn0032486,Q9VK20,other viable
12309,FBgn0026570,Q9W047,other viable
12310,FBgn0032197,Q9VL20,other viable
12311,FBgn0032197,Q9VL20,other viable
12312,FBgn0032197,Q9VL20,other viable
12313,FBgn0040989,Q9VJB2,other viable
12314,FBgn0035295,Q9I7U5,other viable
12315,FBgn0032658,Q9VJB3,other viable
12316,FBgn0032200,Q9VL16,other viable
12317,FBgn0039169,Q2XXX8,other viable
12318,FBgn0037082,Q9VP36,other viable
12319,FBgn0030620,Q8T4F2,other viable
12320,FBgn0035942,Q9VSR7,other viable
12321,FBgn0283479,Q9VP35,other viable
12322,FBgn0283479,M9PD70,other viable
12323,FBgn0283479,Q9VP35,other viable
12324,FBgn0283479,M9PD70,other viable
12325,FBgn0035943,T1W043,other viable
12326,FBgn0039525,Q9VB24,other viable
12327,FBgn0035948,Q9VSS3,other viable
12328,FBgn0037261,Q9VN39,other viable
12329,FBgn0036258,Q9VTU4,other viable
12330,FBgn0038046,Q9VG73,other viable
12331,FBgn0038046,Q9VG73,other viable
12332,FBgn0261555,Q8SXX4,other viable
12333,FBgn0039776,Q9VA69,other viable
12334,FBgn0039776,Q9VA69,other viable
12335,FBgn0039776,Q9VA69,other viable
12336,FBgn0031413,Q9VQA8,other viable
12337,FBgn0031413,Q9VQA8,other viable
12338,FBgn0086347,Q23978,other viable
12339,FBgn0086347,Q23978,other viable
12340,FBgn0086347,Q23978,other viable
12341,FBgn0086347,Q23978,other viable
12342,FBgn0086347,Q23978,other viable
12343,FBgn0086347,Q23978,other viable
12344,FBgn0086347,Q23978,other viable
12345,FBgn0039527,Q8MST1,other viable
12346,FBgn0038842,A8JR58,other viable
12347,FBgn0030336,Q8MRI4,other viable
12348,FBgn0030336,Q8MRI4,other viable
12349,FBgn0036266,Q9VTV4,other viable
12350,FBgn0046214,Q960D3,other viable
12351,FBgn0046214,Q9VBX3,other viable
12352,FBgn0046214,Q960D3,other viable
12353,FBgn0046214,Q9VBX3,other viable
12354,FBgn0046214,Q960D3,other viable
12355,FBgn0046214,Q9VBX3,other viable
12356,FBgn0030839,Q9VX51,other viable
12357,FBgn0030839,Q9VX51,other viable
12358,FBgn0039529,Q8SXF2,other viable
12359,FBgn0039531,Q9VB17,other viable
12360,FBgn0038058,Q8T989,other viable
12361,FBgn0038058,Q9VG59,other viable
12362,FBgn0038058,Q8T989,other viable
12363,FBgn0038058,Q9VG59,other viable
12364,FBgn0032208,Q9VL06,other viable
12365,FBgn0034920,Q9W1H6,other viable
12366,FBgn0261794,Q8MKK5,other viable
12367,FBgn0261794,A0A0B4LGD3,other viable
12368,FBgn0035645,Q4V4V9,other viable
12369,FBgn0039537,Q9VB10,other viable
12370,FBgn0036973,Q9VPH8,other viable
12371,FBgn0036759,Q8SXC0,other viable
12372,FBgn0036759,Q8SXC0,other viable
12373,FBgn0036760,Q9VVL5,other viable
12374,FBgn0031335,A0AMI9,other viable
12375,FBgn0031335,Q9VQ04,other viable
12376,FBgn0031333,Q9VQ02,other viable
12377,FBgn0031333,Q9VQ02,other viable
12378,FBgn0261089,C0HDP4,other viable
12379,FBgn0259704,Q9VDZ4,other viable
12380,FBgn0259704,Q9VDZ4,other viable
12381,FBgn0038686,A0A0B4KHR2,other viable
12382,FBgn0034914,Q9W1I7,other viable
12383,FBgn0034914,A0A0B4LHC9,other viable
12384,FBgn0034160,A1ZAJ8,other viable
12385,FBgn0034160,A0A0B4K7T3,other viable
12386,FBgn0034911,Q9W1J0,other viable
12387,FBgn0034908,Q9W1J3,other viable
12388,FBgn0030603,Q9VXZ2,other viable
12389,FBgn0034907,B1PFH4,other viable
12390,FBgn0286507,Q9VG65,other viable
12391,FBgn0003943,P0CG69,other viable
12392,FBgn0003943,P0CG69,other viable
12393,FBgn0003943,P0CG69,other viable
12394,FBgn0003943,P0CG69,other viable
12395,FBgn0003943,P0CG69,other viable
12396,FBgn0003943,P0CG69,other viable
12397,FBgn0003943,P0CG69,other viable
12398,FBgn0036764,Q8MT96,other viable
12399,FBgn0036764,Q8MT96,other viable
12400,FBgn0034902,Q9W1K0,other viable
12401,FBgn0039466,Q9VB98,other viable
12402,FBgn0023143,Q8T0L3,other viable
12403,FBgn0023143,Q8T0L3,other viable
12404,FBgn0038389,Q9VF05,other viable
12405,FBgn0039163,Q9VCB9,other viable
12406,FBgn0039560,Q9VAY4,other viable
12407,FBgn0039560,A0A0B4KHZ9,other viable
12408,FBgn0038054,Q4V6S3,other viable
12409,FBgn0014143,P32027,other viable
12410,FBgn0025631,Q9W534,other viable
12411,FBgn0025631,Q9W534,other viable
12412,FBgn0025631,Q9W534,other viable
12413,FBgn0025631,Q9W534,other viable
12414,FBgn0027579,Q9Y137,other viable
12415,FBgn0027579,Q9Y137,other viable
12416,FBgn0036766,Q9VVM2,other viable
12417,FBgn0027565,Q9Y124,other viable
12418,FBgn0028425,Q9VKC2,other viable
12419,FBgn0028425,Q9VKC2,other viable
12420,FBgn0034368,Q7K3D4,other viable
12421,FBgn0038386,Q9VF09,other viable
12422,FBgn0039434,Q9VBE2,other viable
12423,FBgn0035158,Q8SYG6,other viable
12424,FBgn0035158,M9PDR6,other viable
12425,FBgn0035158,Q8SYG6,other viable
12426,FBgn0035158,M9PDR6,other viable
12427,FBgn0002715,Q24141,other viable
12428,FBgn0002715,Q24141,other viable
12429,FBgn0002715,Q24141,other viable
12430,FBgn0243516,A8DYL3,other viable
12431,FBgn0243516,A8DYL3,other viable
12432,FBgn0243516,A8DYL3,other viable
12433,FBgn0284221,Q9VTT0,other viable
12434,FBgn0284221,Q9VTT0,other viable
12435,FBgn0284221,Q9VTT0,other viable
12436,FBgn0284221,Q9VTT0,other viable
12437,FBgn0284221,Q9VTT0,other viable
12438,FBgn0284221,Q9VTT0,other viable
12439,FBgn0035720,Q8MZI3,other viable
12440,FBgn0035720,Q8MZI3,other viable
12441,FBgn0035719,M9PET2,other viable
12442,FBgn0035719,M9PET2,other viable
12443,FBgn0035719,M9PET2,other viable
12444,FBgn0035719,M9PET2,other viable
12445,FBgn0019985,P91685,other viable
12446,FBgn0019985,P91685,other viable
12447,FBgn0003002,P39768,other viable
12448,FBgn0039153,Q9VCD0,other viable
12449,FBgn0032478,Q9VK29,other viable
12450,FBgn0032478,Q9VK29,other viable
12451,FBgn0039430,Q9VBE6,other viable
12452,FBgn0039430,Q9VBE6,other viable
12453,FBgn0039430,Q9VBE6,other viable
12454,FBgn0038666,Q9VE18,other viable
12455,FBgn0039427,Q9VBF0,other viable
12456,FBgn0039427,A0A0B4KH14,other viable
12457,FBgn0039427,Q9VBF0,other viable
12458,FBgn0039427,A0A0B4KH14,other viable
12459,FBgn0039427,Q9VBF0,other viable
12460,FBgn0039427,A0A0B4KH14,other viable
12461,FBgn0032429,M9PBA6,other viable
12462,FBgn0031331,Q9VQ00,other viable
12463,FBgn0032476,Q9VK31,other viable
12464,FBgn0032431,Q9VK88,other viable
12465,FBgn0034887,Q9W1L8,other viable
12466,FBgn0032436,Q9VK81,other viable
12467,FBgn0038806,Q9VDL1,other viable
12468,FBgn0038806,Q9VDL1,other viable
12469,FBgn0038354,Q9VF45,other viable
12470,FBgn0031327,Q9VPZ5,other viable
12471,FBgn0036463,Q9VUJ2,other viable
12472,FBgn0038943,Q9VD33,other viable
12473,FBgn0032213,Q9VL01,other viable
12474,FBgn0036568,Q8T4C4,other viable
12475,FBgn0036568,Q8T4C4,other viable
12476,FBgn0038944,Q9VD32,other viable
12477,FBgn0267365,Q9VKZ9,other viable
12478,FBgn0032218,H1UUB0,other viable
12479,FBgn0038951,Q9VD25,other viable
12480,FBgn0038956,Q4V4S9,other viable
12481,FBgn0038974,Q9VD00,other viable
12482,FBgn0032228,Q9VKY4,other viable
12483,FBgn0262782,Q9VKX2,other viable
12484,FBgn0262782,Q9VKX2,other viable
12485,FBgn0262782,Q9VKX2,other viable
12486,FBgn0262782,Q9VKX2,other viable
12487,FBgn0262782,Q9VKX2,other viable
12488,FBgn0037786,Q9VH28,other viable
12489,FBgn0037786,Q4V6T1,other viable
12490,FBgn0037773,Q9VH45,other viable
12491,FBgn0037773,Q9VH45,other viable
12492,FBgn0032242,Q9VKW5,other viable
12493,FBgn0034156,A1ZAJ4,other viable
12494,FBgn0034156,A1ZAJ4,other viable
12495,FBgn0034156,A1ZAJ4,other viable
12496,FBgn0030578,Q9VY20,other viable
12497,FBgn0038981,Q9VCZ2,other viable
12498,FBgn0037916,A8E6F9,other viable
12499,FBgn0037916,Q9VGL9,other viable
12500,FBgn0037916,A8E6F9,other viable
